Molecule,4(N)_q(N)_Hirshfeld,Density of all electrons_N_4(N),Density of Alpha electrons_N_4(N),Density of Beta electrons_N_4(N),Lagrangian kinetic energy G(r)_N_4(N),Hamiltonian kinetic energy K(r)_N_4(N),Potential energy density V(r)_N_4(N),Energy density E(r) or H(r)_N_4(N),Laplacian of electron density_N_4(N),Electron localization function (ELF)_N_4(N),Localized orbital locator (LOL)_N_4(N),Local information entropy_N_4(N),Sign(lambda2)*rho_N_4(N),Sign(lambda2)*rho with promolecular approximation_N_4(N),Average local ionization energy (ALIE)_N_4(N),Delta-g (under promolecular approximation)_N_4(N),Delta-g (under Hirshfeld partition)_N_4(N),ESP from nuclear charges_N_4(N),ESP from electrons_N_4(N),Total ESP_N_4(N),Density of all electrons_N+1_4(N),Density of Alpha electrons_N+1_4(N),Density of Beta electrons_N+1_4(N),Lagrangian kinetic energy G(r)_N+1_4(N),Hamiltonian kinetic energy K(r)_N+1_4(N),Potential energy density V(r)_N+1_4(N),Energy density E(r) or H(r)_N+1_4(N),Laplacian of electron density_N+1_4(N),Electron localization function (ELF)_N+1_4(N),Localized orbital locator (LOL)_N+1_4(N),Local information entropy_N+1_4(N),Sign(lambda2)*rho_N+1_4(N),Sign(lambda2)*rho with promolecular approximation_N+1_4(N),Average local ionization energy (ALIE)_N+1_4(N),Delta-g (under promolecular approximation)_N+1_4(N),Delta-g (under Hirshfeld partition)_N+1_4(N),ESP from nuclear charges_N+1_4(N),ESP from electrons_N+1_4(N),Total ESP_N+1_4(N),Density of all electrons_N-1_4(N),Density of Alpha electrons_N-1_4(N),Density of Beta electrons_N-1_4(N),Lagrangian kinetic energy G(r)_N-1_4(N),Hamiltonian kinetic energy K(r)_N-1_4(N),Potential energy density V(r)_N-1_4(N),Energy density E(r) or H(r)_N-1_4(N),Laplacian of electron density_N-1_4(N),Electron localization function (ELF)_N-1_4(N),Localized orbital locator (LOL)_N-1_4(N),Local information entropy_N-1_4(N),Sign(lambda2)*rho_N-1_4(N),Sign(lambda2)*rho with promolecular approximation_N-1_4(N),Average local ionization energy (ALIE)_N-1_4(N),Delta-g (under promolecular approximation)_N-1_4(N),Delta-g (under Hirshfeld partition)_N-1_4(N),ESP from nuclear charges_N-1_4(N),ESP from electrons_N-1_4(N),Total ESP_N-1_4(N),Density of all electrons_(N)-(N-1)_4(N),Density of all electrons_(N+1)-(N)_4(N),Density of all electrons_(N+1)-(N-1)_4(N),Density of Alpha electrons_(N)-(N-1)_4(N),Density of Alpha electrons_(N+1)-(N)_4(N),Density of Alpha electrons_(N+1)-(N-1)_4(N),Density of Beta electrons_(N)-(N-1)_4(N),Density of Beta electrons_(N+1)-(N)_4(N),Density of Beta electrons_(N+1)-(N-1)_4(N),Lagrangian kinetic energy G(r)_(N)-(N-1)_4(N),Lagrangian kinetic energy G(r)_(N+1)-(N)_4(N),Lagrangian kinetic energy G(r)_(N+1)-(N-1)_4(N),Hamiltonian kinetic energy K(r)_(N)-(N-1)_4(N),Hamiltonian kinetic energy K(r)_(N+1)-(N)_4(N),Hamiltonian kinetic energy K(r)_(N+1)-(N-1)_4(N),Potential energy density V(r)_(N)-(N-1)_4(N),Potential energy density V(r)_(N+1)-(N)_4(N),Potential energy density V(r)_(N+1)-(N-1)_4(N),Energy density E(r) or H(r)_(N)-(N-1)_4(N),Energy density E(r) or H(r)_(N+1)-(N)_4(N),Energy density E(r) or H(r)_(N+1)-(N-1)_4(N),Laplacian of electron density_(N)-(N-1)_4(N),Laplacian of electron density_(N+1)-(N)_4(N),Laplacian of electron density_(N+1)-(N-1)_4(N),Electron localization function (ELF)_(N)-(N-1)_4(N),Electron localization function (ELF)_(N+1)-(N)_4(N),Electron localization function (ELF)_(N+1)-(N-1)_4(N),Localized orbital locator (LOL)_(N)-(N-1)_4(N),Localized orbital locator (LOL)_(N+1)-(N)_4(N),Localized orbital locator (LOL)_(N+1)-(N-1)_4(N),Local information entropy_(N)-(N-1)_4(N),Local information entropy_(N+1)-(N)_4(N),Local information entropy_(N+1)-(N-1)_4(N),Sign(lambda2)*rho_(N)-(N-1)_4(N),Sign(lambda2)*rho_(N+1)-(N)_4(N),Sign(lambda2)*rho_(N+1)-(N-1)_4(N),Sign(lambda2)*rho with promolecular approximation_(N)-(N-1)_4(N),Sign(lambda2)*rho with promolecular approximation_(N+1)-(N)_4(N),Sign(lambda2)*rho with promolecular approximation_(N+1)-(N-1)_4(N),Average local ionization energy (ALIE)_(N)-(N-1)_4(N),Average local ionization energy (ALIE)_(N+1)-(N)_4(N),Average local ionization energy (ALIE)_(N+1)-(N-1)_4(N),Delta-g (under promolecular approximation)_(N)-(N-1)_4(N),Delta-g (under promolecular approximation)_(N+1)-(N)_4(N),Delta-g (under promolecular approximation)_(N+1)-(N-1)_4(N),Delta-g (under Hirshfeld partition)_(N)-(N-1)_4(N),Delta-g (under Hirshfeld partition)_(N+1)-(N)_4(N),Delta-g (under Hirshfeld partition)_(N+1)-(N-1)_4(N),ESP from nuclear charges_(N)-(N-1)_4(N),ESP from nuclear charges_(N+1)-(N)_4(N),ESP from nuclear charges_(N+1)-(N-1)_4(N),ESP from electrons_(N)-(N-1)_4(N),ESP from electrons_(N+1)-(N)_4(N),ESP from electrons_(N+1)-(N-1)_4(N),Total ESP_(N)-(N-1)_4(N),Total ESP_(N+1)-(N)_4(N),Total ESP_(N+1)-(N-1)_4(N)
oxaliplatin,-0.0823467187,195.4897359,97.74486793,97.74486793,18.73010528,367390.2588,-367408.9889,-367390.2588,-1469486.115,0.9999990186,0.9990103043,-0.6814616562,-193.1607153,-193.1607153,13.8978208,0.04981233871,0.071085368,1768996.944,-39.35078698,1768957.593,195.5400736,97.80774578,97.73232781,18.70766194,367483.6432,-367502.3509,-367483.6432,-1469859.742,0.9999990218,0.9990119128,-0.6644948279,-193.1617895,-193.1617895,13.7632263,0.0495178171,0.07090478261,1985097.906,-39.48316408,1985058.423,195.4765909,97.73609969,97.74049122,18.75136139,367362.6858,-367381.4372,-367362.6858,-1469375.738,0.9999990161,0.9990090713,-0.6992227297,-193.1632731,-193.1632731,14.04025992,0.05003057325,0.07117965299,2387965.745,-39.20911585,2387926.535,0.0131450000000086,0.0503377,0.0634827000000086,0.0087682399999948,0.0628778500000066,0.0716460900000015,0.0043767100000025,-0.012540119999997,-0.0081634099999945,-0.0212561099999994,-0.0224433399999988,-0.0436994499999983,27.573000000033066,93.3843999999808,120.95740000001388,-27.551700000010896,-93.36200000002282,-120.91370000003371,-27.573000000033066,-93.3843999999808,-120.95740000001388,-110.377000000095,-373.627000000095,-484.00400000019,2.499999984806322e-09,3.2000000427245823e-09,5.700000027530905e-09,1.2329999999893817e-06,1.608499999972146e-06,2.841499999961528e-06,0.0177610735,0.0169668282999999,0.0347279017999999,0.0025578000000052,-0.001074200000005,0.0014836000000002,0.0025578000000052,-0.001074200000005,0.0014836000000002,-0.1424391200000005,-0.1345945000000004,-0.277033620000001,-0.00021823454,-0.00029452161,-0.00051275615,-9.428498999999868e-05,-0.00018058539,-0.00027487038,-618968.8010000002,216100.9620000001,-402867.83900000015,-0.1416711299999988,-0.1323770999999993,-0.2740482299999982,-618968.942,216100.82999999984,-402868.1120000002
oxaliplatin-conf_1,-0.08235279,195.4898639,97.74493193,97.74493193,18.72965263,367390.482,-367409.2116,-367390.482,-1469487.009,0.9999990186,0.9990103293,-0.6814631182,-193.1607086,-193.1607086,13.89781845,0.049812011,0.07108437987,1768211.525,-39.35009623,1768172.175,195.5402459,97.80787217,97.73237371,18.70721059,367483.9532,-367502.6604,-367483.9532,-1469860.984,0.9999990218,0.9990119381,-0.6644967699,-193.1617839,-193.1617839,13.7632074,0.04951727919,0.07090361485,1984333.424,-39.48248948,1984293.941,195.4766712,97.73614084,97.74053038,18.75098508,367362.8218,-367381.5728,-367362.8218,-1469376.283,0.9999990162,0.9990090919,-0.6992236594,-193.1632669,-193.1632669,14.04025074,0.05002978105,0.07117833566,2386680.754,-39.20843576,2386641.546,0.0131926999999905,0.0503820000000132,0.0635747000000037,0.0087910900000025,0.0629402399999889,0.0717313299999915,0.0044015500000114,-0.0125582200000025,-0.008156669999991,-0.0213324499999991,-0.0224420400000013,-0.0437744900000005,27.660200000042096,93.47119999997084,121.13140000001296,-27.638799999956973,-93.44880000001284,-121.08759999996984,-27.660200000042096,-93.47119999997084,-121.13140000001296,-110.7260000000242,-373.9749999998603,-484.7009999998845,2.399999976532285e-09,3.2000000427245823e-09,5.600000019256868e-09,1.2374000000203722e-06,1.6087999999969682e-06,2.8462000000173404e-06,0.0177605411999999,0.0169663483000001,0.0347268895,0.002558300000004,-0.0010752999999965,0.0014830000000074,0.002558300000004,-0.0010752999999965,0.0014830000000074,-0.1424322899999985,-0.1346110500000001,-0.2770433399999987,-0.0002177700499999,-0.00029473181,-0.00051250186,-9.395578999998876e-05,-0.00018076502,-0.0002747208099999,-618469.2290000003,216121.8990000002,-402347.3300000001,-0.1416604699999979,-0.1323932499999998,-0.2740537199999977,-618469.371,216121.7660000001,-402347.605
oxaliplatin-conf_2,-0.0814583522,195.495403,97.74770151,97.74770151,18.71362331,367397.9595,-367416.6731,-367397.9595,-1469516.983,0.9999990204,0.9990112221,-0.6815263896,-193.160631,-193.160631,13.89787012,0.04976318112,0.07101457561,1751810.697,-39.36405765,1751771.333,195.5529658,97.81868762,97.73427821,18.68598735,367504.7334,-367523.4194,-367504.7334,-1469944.19,0.9999990242,0.9990131648,-0.6646401561,-193.1617495,-193.1617495,13.76154222,0.0494524154,0.07083199364,1973299.287,-39.49784368,1973259.789,195.4811362,97.73841989,97.74271627,18.7360629,367368.2862,-367387.0223,-367368.2862,-1469398.201,0.9999990178,0.9990099173,-0.6992753505,-193.1631854,-193.1631854,14.04029477,0.04996242959,0.07109168554,2355647.914,-39.22245376,2355608.691,0.0142668000000014,0.0575627999999994,0.0718296000000009,0.0092816199999958,0.0709861100000068,0.0802677300000027,0.0049852399999963,-0.0134232999999994,-0.0084380600000031,-0.0224395900000011,-0.0276359599999977,-0.0500755499999989,29.673300000024028,106.77390000002924,136.44720000005327,-29.650800000003077,-106.74629999999888,-136.39710000000196,-29.673300000024028,-106.77390000002924,-136.44720000005327,-118.78200000012292,-427.2069999999367,-545.9890000000596,2.5999999930803597e-09,3.799999981346502e-09,6.399999974426862e-09,1.304800000045958e-06,1.9426999999794248e-06,3.247500000025383e-06,0.0177489609,0.0168862334999999,0.0346351943999999,0.0025544000000081,-0.0011185000000182,0.0014358999999899,0.0025544000000081,-0.0011185000000182,0.0014358999999899,-0.1424246499999988,-0.1363278999999995,-0.2787525499999983,-0.00019924847,-0.00031076572,-0.00051001419,-7.710992999999944e-05,-0.00018258197,-0.0002596919,-603837.217,221488.59000000008,-382348.6269999999,-0.1416038899999989,-0.1337860300000031,-0.275389920000002,-603837.358,221488.456,-382348.902
oxaliplatin-conf_3,-0.0852717792,195.4899471,97.74497356,97.74497356,18.72106573,367389.4187,-367408.1398,-367389.4187,-1469482.791,0.9999990195,0.9990107833,-0.6814640694,-193.1608566,-193.1608566,13.89699487,0.04972357705,0.07094896659,1826836.504,-40.06939197,1826796.435,195.5815736,97.84608179,97.73549183,18.6438034,367558.031,-367576.6748,-367558.031,-1470157.549,0.9999990291,0.9990156303,-0.6649626622,-193.1617693,-193.1617693,13.75908341,0.04957412325,0.07087552553,2019757.477,-40.20314331,2019717.274,195.478558,97.73716169,97.74139627,18.74368536,367366.4515,-367385.1952,-367366.4515,-1469390.831,0.9999990169,0.9990094932,-0.6992455023,-193.1633547,-193.1633547,14.03877503,0.05006343169,0.07116871301,2473449.615,-39.92829151,2473409.687,0.0113891000000023,0.091626500000018,0.1030156000000204,0.0078118700000118,0.1011082299999941,0.1089201000000059,0.0035772900000097,-0.0094817300000045,-0.0059044399999947,-0.0226196300000012,-0.0772623299999999,-0.0998819600000011,22.967199999955483,168.61230000003707,191.57949999999252,-22.944599999987982,-168.5349999999744,-191.4795999999624,-22.967199999955483,-168.61230000003707,-191.57949999999252,-91.95999999996276,-674.7580000001471,-766.7180000001099,2.5999999930803597e-09,9.600000017151444e-09,1.2200000010231804e-08,1.29010000005092e-06,4.846999999919e-06,6.137099999969919e-06,0.0177814329,0.0165014072,0.0342828401,0.0024981000000252,-0.0009127000000148,0.0015854000000103,0.0024981000000252,-0.0009127000000148,0.0015854000000103,-0.1417801599999997,-0.1379114599999997,-0.2796916199999995,-0.0003398546399999,-0.0001494538,-0.00048930844,-0.0002197464199999,-7.34410599999985e-05,-0.0002931874799999,-646613.1110000003,192920.973,-453692.13800000027,-0.1411004599999969,-0.1337513400000034,-0.2748518000000004,-646613.2519999999,192920.83899999992,-453692.413
picoplatin,-0.0580224628,195.7425686,97.87128431,97.87128431,18.53642416,367912.2656,-367930.802,-367912.2656,-1471574.917,0.9999990429,0.999022634,-0.9757443708,-193.1615745,-193.1615745,13.86608177,0.05248996787,0.07846091722,1696877.644,-40.50390664,1696837.14,195.625654,97.8380105,97.78764347,18.81761459,367702.9925,-367721.8101,-367702.9925,-1470736.699,0.9999990117,0.999006835,-0.9501089383,-193.1631906,-193.1631906,13.68324275,0.05247625447,0.07843452803,2013123.929,-40.69249627,2013083.236,195.6895034,97.84089714,97.84860626,18.63707867,367815.8644,-367834.5015,-367815.8644,-1471188.909,0.9999990316,0.9990168883,-0.9996014385,-193.1647971,-193.1647971,14.01889451,0.05251096804,0.07846295411,2470902.497,-40.35370349,2470862.144,0.0530651999999918,-0.1169146000000012,-0.0638494000000093,0.0303871699999973,-0.0332738099999971,-0.0028866399999998,0.0226780499999961,-0.0836408399999868,-0.0609627899999907,-0.1006545100000018,0.2811904300000023,0.1805359200000005,96.40119999996386,-209.27309999999125,-112.87190000002738,-96.30050000001212,208.99190000002272,112.69140000001062,-96.40119999996386,209.27309999999125,112.87190000002738,-386.0079999999143,838.2179999998771,452.2099999999628,1.129999993576547e-08,-3.119999991696432e-08,-1.989999998119885e-08,5.7457000000038505e-06,-1.5799000000038532e-05,-1.0053300000034682e-05,0.0238570677,0.0256354325,0.0494925002,0.0032225999999866,-0.0016161000000067,0.0016064999999798,0.0032225999999866,-0.0016161000000067,0.0016064999999798,-0.1528127400000016,-0.1828390199999994,-0.3356517600000011,-2.1000170000000373e-05,-1.3713400000003872e-05,-3.4713570000004246e-05,-2.036890000001179e-06,-2.6389189999989623e-05,-2.8426079999990805e-05,-774024.8529999999,316246.2849999999,-457778.568,-0.1502031499999958,-0.1885896300000027,-0.3387927799999986,-774025.004,316246.09600000014,-457778.9079999998
picoplatin-conf_1,-0.0580271352,195.7425767,97.87128837,97.87128837,18.53633363,367912.2767,-367930.8131,-367912.2767,-1471574.962,0.9999990429,0.9990226388,-0.9757444838,-193.1615731,-193.1615731,13.86607793,0.05248777382,0.07845763678,1696814.699,-40.50385811,1696774.195,195.6256579,97.83801373,97.78764419,18.81752021,367702.9957,-367721.8132,-367702.9957,-1470736.713,0.9999990117,0.99900684,-0.9501089922,-193.1631893,-193.1631893,13.68323721,0.05247414462,0.07843136878,2013055.525,-40.69244871,2013014.833,195.6895073,97.84089864,97.84860868,18.63699442,367815.8681,-367834.505,-367815.8681,-1471188.924,0.9999990316,0.9990168928,-0.999601494,-193.1647958,-193.1647958,14.01889104,0.05250886987,0.07845978842,2470769.469,-40.3536539,2470729.115,0.0530693999999982,-0.1169188000000076,-0.0638494000000093,0.030389729999996,-0.0332746400000019,-0.0028849100000059,0.0226796900000039,-0.0836441800000074,-0.0609644900000034,-0.1006607899999991,0.2811865799999999,0.1805257900000008,96.4085999999661,-209.28099999995905,-112.87239999999292,-96.30810000002384,208.99990000005343,112.69180000002962,-96.4085999999661,209.28099999995905,112.87239999999292,-386.0379999999423,838.2490000000689,452.21100000012666,1.129999993576547e-08,-3.119999991696432e-08,-1.989999998119885e-08,5.746000000028673e-06,-1.5798800000021984e-05,-1.0052799999993312e-05,0.0238570101999999,0.0256354916,0.0494925017999999,0.0032227000000091,-0.0016162000000008,0.0016065000000082,0.0032227000000091,-0.0016162000000008,0.0016065000000082,-0.1528131100000003,-0.1828407199999997,-0.33565383,-2.1096050000002364e-05,-1.3629199999996844e-05,-3.472524999999921e-05,-2.151639999989352e-06,-2.626800000000984e-05,-2.841963999999919e-05,-773954.77,316240.8259999999,-457713.9440000001,-0.1502042100000054,-0.1885905999999977,-0.3387948100000031,-773954.9200000002,316240.63800000004,-457714.2820000001
picoplatin-conf_2,-0.0580475235,195.7426173,97.87130866,97.87130866,18.53617377,367912.3512,-367930.8874,-367912.3512,-1471575.26,0.9999990429,0.9990226476,-0.9757450483,-193.1615707,-193.1615707,13.86605876,0.05248874579,0.07845907976,1696538.119,-40.50351461,1696497.616,195.6257581,97.83805574,97.78770239,18.81718385,367703.1746,-367721.9918,-367703.1746,-1470737.43,0.9999990117,0.9990068586,-0.9501103659,-193.1631856,-193.1631856,13.68323819,0.05247492036,0.07843269166,2012373.945,-40.69208322,2012333.253,195.6895379,97.84091287,97.84862499,18.63682549,367815.9216,-367834.5584,-367815.9216,-1471189.139,0.9999990316,0.9990169019,-0.9996019251,-193.1647936,-193.1647936,14.01887356,0.0525097564,0.07846112955,2470291.84,-40.3533103,2470251.487,0.0530794000000014,-0.1168591999999932,-0.0637797999999918,0.03039579,-0.0332529199999953,-0.0028571299999953,0.0226836699999921,-0.0836062699999899,-0.0609225999999978,-0.1006517199999983,0.2810100799999979,0.1803583599999996,96.42959999997402,-209.17659999994797,-112.74699999997392,-96.329000000027,208.8955999999889,112.56659999996192,-96.42959999997402,209.17659999994797,112.74699999997392,-386.1210000000429,837.8300000000745,451.70900000003166,1.129999993576547e-08,-3.119999991696432e-08,-1.989999998119885e-08,5.7457000000038505e-06,-1.5788999999988285e-05,-1.0043299999984434e-05,0.0238568768,0.0256346823999999,0.0494915592,0.0032228999999972,-0.0016148999999927,0.0016080000000044,0.0032228999999972,-0.0016148999999927,0.0016080000000044,-0.1528147999999998,-0.1828205699999987,-0.3356353699999985,-2.101061000000376e-05,-1.3825429999995977e-05,-3.4836039999999735e-05,-2.0497899999999403e-06,-2.6388099999996584e-05,-2.8437889999996524e-05,-773753.7209999999,315835.8260000001,-457917.8949999998,-0.1502043100000065,-0.1885686099999972,-0.3387729200000038,-773753.8710000003,315835.6370000001,-457918.2340000002
satraplatin,-0.0693948804,195.5603283,97.78016417,97.78016417,18.70206887,367515.6739,-367534.3759,-367515.6739,-1469987.887,0.9999990227,0.9990123782,-0.09007950448,-193.1633955,-193.1633955,13.89059036,0.05053018818,0.07223791653,2386204.176,-47.71076388,2386156.465,195.6495284,97.91887305,97.7306554,18.6876705,367689.8836,-367708.5712,-367689.8836,-1470684.784,0.9999990257,0.9990138873,-0.08412703505,-193.1574278,-193.1574278,13.70583912,0.05002139819,0.07186346392,1314174.525,-47.89132296,1314126.633,195.5635706,97.78061452,97.78295611,18.68033203,367518.1775,-367536.8579,-367518.1775,-1469997.989,0.999999025,0.9990135522,-0.09668891291,-193.164992,-193.164992,14.02730094,0.05071038916,0.07225961303,3052312.143,-47.57393356,3052264.569,-0.0032422999999823,0.0892000999999993,0.0859578000000169,-0.0004503499999941,0.1387088799999958,0.1382585300000016,-0.0027919399999944,-0.0495087700000027,-0.0523007099999972,0.0217368400000026,-0.0143983700000021,0.0073384700000005,-2.503599999996368,174.2097000000067,171.70610000001034,2.482000000018161,-174.19530000002123,-171.71330000000307,2.503599999996368,-174.2097000000067,-171.70610000001034,10.101999999955297,-696.8969999998808,-686.7949999999255,-2.300000079280551e-09,3.000000026176508e-09,6.999999468959571e-10,-1.173999999992681e-06,1.5090999999634036e-06,3.350999999707227e-07,0.0066094084299999,0.0059524694299999,0.0125618778599999,0.0015965000000051,0.0059677000000135,0.0075642000000186,0.0015965000000051,0.0059677000000135,0.0075642000000186,-0.1367105800000008,-0.1847512399999988,-0.3214618199999997,-0.00018020098,-0.00050878999,-0.00068899097,-2.169650000000134e-05,-0.00037445261,-0.00039614911,-666107.9670000002,-1072029.651,-1738137.6180000002,-0.1368303200000014,-0.1805590799999947,-0.3173893999999961,-666108.1040000003,-1072029.832,-1738137.9360000002
satraplatin-conf_1,-0.0813647204,195.531332,97.76566598,97.76566598,18.7580571,367469.3411,-367488.0992,-367469.3411,-1469802.332,0.9999990163,0.9990091799,-0.0899050691,-193.1651667,-193.1651667,13.87192213,0.04926474912,0.07032253177,3404648.072,-49.489926,3404598.582,195.5793346,97.86197747,97.71735714,18.76036827,367564.5746,-367583.3349,-367564.5746,-1470183.257,0.9999990169,0.9990094632,-0.08370911079,-193.1601728,-193.1601728,13.69365981,0.04866637172,0.06989155757,1724780.378,-49.66591175,1724730.712,195.5540472,97.77446977,97.77957742,18.72075761,367507.1576,-367525.8783,-367507.1576,-1469953.747,0.9999990206,0.9990113394,-0.09663100214,-193.1665552,-193.1665552,14.02129461,0.04904433981,0.06986140846,4669014.573,-49.33955214,4668965.233,-0.0227152000000216,0.0480026000000179,0.0252873999999962,-0.0088037900000017,0.096311490000005,0.0875077000000033,-0.0139114400000011,-0.04830883999999,-0.0622202799999911,0.0372994899999987,0.0023111700000022,0.039610660000001,-37.81649999995716,95.233499999973,57.41700000001583,37.77909999998519,-95.23570000001928,-57.456600000034086,37.81649999995716,-95.233499999973,-57.41700000001583,151.41500000003725,-380.92500000004657,-229.5100000000093,-4.300000022716688e-09,6.000000496442225e-10,-3.6999999730724645e-09,-2.159499999931924e-06,2.83299999903619e-07,-1.8762000000283048e-06,0.00672593304,0.0061959583099999,0.01292189135,0.0013885000000186,0.0049938999999881,0.0063824000000067,0.0013885000000186,0.0049938999999881,0.0063824000000067,-0.1493724800000002,-0.1782623199999999,-0.3276348000000002,0.00022040931,-0.0005983774,-0.0003779680899999,0.00046112331,-0.0004309742,3.014911000000231e-05,-1264366.5009999997,-1679867.694,-2944234.195,-0.1503738599999948,-0.1759857500000023,-0.3263596099999972,-1264366.651,-1679867.87,-2944234.521
satraplatin-conf_10,-0.0667943302,195.5586007,97.77930035,97.77930035,18.67110728,367510.0334,-367528.7045,-367510.0334,-1469965.449,0.9999990259,0.9990139971,-0.0900691107,-193.1636473,-193.1636473,13.88949435,0.05094339403,0.07261482475,2519831.178,-48.23757888,2519782.94,195.6456265,97.92458701,97.72103951,18.67038626,367680.7001,-367699.3705,-367680.7001,-1470648.119,0.9999990275,0.9990147659,-0.08410379989,-193.1573489,-193.1573489,13.70045267,0.05038992245,0.07222933941,1319864.558,-48.42254564,1319816.136,195.5675632,97.78145982,97.78610336,18.64929377,367524.0555,-367542.7048,-367524.0555,-1470021.625,0.9999990283,0.9990152231,-0.09671319188,-193.1650123,-193.1650123,14.03040858,0.05081225652,0.07231993028,3138108.341,-48.09628606,3138060.245,-0.0089624999999955,0.0870257999999921,0.0780632999999966,-0.0021594699999951,0.1452866599999964,0.1431271900000013,-0.0068030099999987,-0.0582608400000026,-0.0650638500000013,0.0218135100000012,-0.0007210200000002,0.0210924900000009,-14.022100000001956,170.66670000000158,156.64459999999963,14.00030000001425,-170.66600000002654,-156.6657000000123,14.022100000001956,-170.66670000000158,-156.64459999999963,56.17599999997765,-682.6699999999255,-626.4939999999478,-2.399999976532285e-09,1.6000000213622911e-09,-7.999999551699942e-10,-1.2259999999653104e-06,7.687999999950179e-07,-4.571999999702925e-07,0.0066440811799999,0.0059653108099999,0.0126093919899999,0.0013649999999927,0.0062984000000199,0.0076634000000126,0.0013649999999927,0.0062984000000199,0.0076634000000126,-0.1409142299999999,-0.189041679999999,-0.3299559099999989,0.0001311375099999,-0.0005534715799999,-0.00042233407,0.00029489447,-0.00038548534,-9.05908700000041e-05,-618277.1630000002,-1199966.62,-1818243.783,-0.1412928200000038,-0.1849667600000017,-0.3262595800000056,-618277.3050000002,-1199966.804,-1818244.109
satraplatin-conf_2,-0.0791706582,195.5368757,97.76843783,97.76843783,18.7560426,367481.1508,-367499.9069,-367481.1508,-1469849.579,0.9999990166,0.999009333,-0.08993841678,-193.1653118,-193.1653118,13.87260633,0.04953907812,0.07075270265,3430831.624,-48.93593983,3430782.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
satraplatin-conf_3,-0.0830168264,195.5313761,97.76568804,97.76568804,18.74393234,367465.3023,-367484.0462,-367465.3023,-1469786.233,0.9999990178,0.9990099256,-0.0899053344,-193.1648835,-193.1648835,13.87159257,0.04955813651,0.07078573487,3267896.556,-48.80251086,3267847.754,195.5909922,97.89174307,97.6992491,18.77517278,367593.0832,-367611.8584,-367593.0832,-1470297.232,0.9999990156,0.9990087809,-0.0837785087,-193.1585416,-193.1585416,13.68219767,0.04903585902,0.07040585958,1494103.16,-48.98903251,1494054.171,195.5564408,97.78098299,97.77545779,18.71846604,367507.1622,-367525.8807,-367507.1622,-1469953.775,0.9999990209,0.9990114804,-0.09664555701,-193.1660465,-193.1660465,14.0205127,0.04959915041,0.07079256571,4177379.004,-48.65252554,4177330.351,-0.0250647000000014,0.0596160999999995,0.034551399999998,-0.0152949499999976,0.1260550300000034,0.1107600800000057,-0.0097697500000037,-0.0664389399999976,-0.0762086900000014,0.0254663000000014,0.0312404399999977,0.0567067399999992,-41.85990000003949,127.78090000001248,85.92099999997299,41.834499999997206,-127.81220000004396,-85.97770000004675,41.85990000003949,-127.78090000001248,-85.92099999997299,167.54199999989942,-510.9990000000689,-343.4570000001695,-3.100000034450545e-09,-2.1999999599842113e-09,-5.2999999944347564e-09,-1.5547999999698805e-06,-1.1447000000108789e-06,-2.699499999980759e-06,0.0067402226099999,0.0061268256999999,0.0128670483099999,0.0011629999999911,0.0063418999999953,0.0075048999999864,0.0011629999999911,0.0063418999999953,0.0075048999999864,-0.1489201299999987,-0.1893948999999999,-0.3383150299999986,-4.1013899999997605e-05,-0.00052227749,-0.0005632913899999,-6.8308399999994496e-06,-0.00037987529,-0.00038670613,-909482.4480000004,-1773793.396,-2683275.8440000005,-0.1499853199999989,-0.1865216500000031,-0.336506970000002,-909482.5969999996,-1773793.583,-2683276.18
